rawID	subjID	choice	effort	reward	trial
918	1007	0	6	5	28
918	1007	1	2	10	29
918	1007	1	2	15	30
918	1007	0	10	25	31
918	1007	0	10	5	32
918	1007	1	8	25	33
918	1007	1	2	25	34
918	1007	1	6	15	35
918	1007	0	8	5	36
918	1007	0	8	15	37
918	1007	1	8	20	38
918	1007	1	4	15	39
918	1007	1	6	20	40
918	1007	0	6	10	41
918	1007	1	4	20	42
918	1007	1	2	5	43
918	1007	1	4	10	44
918	1007	0	8	10	45
918	1007	0	10	15	46
918	1007	1	6	25	47
918	1007	1	4	25	48
918	1007	0	10	20	49
918	1007	1	2	20	50
921	1008	1	10	15	1
921	1008	1	4	5	2
921	1008	1	4	20	3
921	1008	1	6	20	4
921	1008	1	10	5	5
921	1008	1	8	25	6
921	1008	1	2	25	7
921	1008	1	8	20	8
921	1008	1	4	25	9
921	1008	1	6	5	10
921	1008	1	4	15	11
921	1008	1	4	10	12
921	1008	1	10	25	13
921	1008	0	8	5	14
921	1008	1	2	10	15
921	1008	1	8	15	16
921	1008	1	10	20	17
921	1008	1	2	20	18
921	1008	1	6	25	19
921	1008	1	6	10	20
921	1008	1	8	10	21
921	1008	1	2	5	22
921	1008	1	6	15	23
921	1008	0	10	10	24
921	1008	1	2	15	25
921	1008	1	6	5	26
921	1008	1	4	15	27
921	1008	1	4	25	28
921	1008	1	6	15	29
921	1008	1	6	25	30
921	1008	1	2	15	31
921	1008	1	10	15	32
921	1008	1	10	5	33
921	1008	1	8	5	34
921	1008	1	8	25	35
921	1008	1	4	5	36
921	1008	1	10	25	37
921	1008	1	4	20	38
921	1008	1	10	20	39
921	1008	1	6	10	40
921	1008	1	2	20	41
921	1008	1	8	10	42
921	1008	1	2	25	43
921	1008	1	8	15	44
921	1008	1	2	10	45
921	1008	1	10	10	46
921	1008	1	2	5	47
921	1008	1	4	10	48
921	1008	1	6	20	49
921	1008	1	8	20	50
922	1009	0	10	10	1
922	1009	1	4	15	2
922	1009	1	8	15	3
922	1009	1	8	5	4
922	1009	1	2	20	5
922	1009	1	6	20	6
922	1009	1	10	25	7
922	1009	1	10	15	8
922	1009	1	8	10	9
922	1009	1	4	20	10
922	1009	1	8	20	11
922	1009	1	6	5	12
922	1009	1	4	10	13
922	1009	1	6	25	14
922	1009	1	2	15	15
922	1009	1	2	10	16
922	1009	1	6	15	17
922	1009	1	2	5	18
922	1009	1	4	25	19
922	1009	0	10	5	20
922	1009	1	4	5	21
922	1009	1	2	25	22
922	1009	1	10	20	23
922	1009	1	8	25	24
922	1009	1	6	10	25
922	1009	1	6	25	26
922	1009	1	6	10	27
922	1009	1	2	15	28
922	1009	1	4	25	29
922	1009	1	6	15	30
922	1009	1	4	20	31
922	1009	1	4	5	32
922	1009	0	10	5	33
922	1009	1	6	20	34
922	1009	1	10	25	35
922	1009	1	8	15	36
922	1009	1	8	25	37
922	1009	0	10	15	38
922	1009	0	10	10	39
922	1009	1	4	10	40
922	1009	0	6	5	41
922	1009	1	8	20	42
922	1009	1	2	25	43
922	1009	1	2	5	44
922	1009	1	2	20	45
922	1009	0	8	10	46
922	1009	1	4	15	47
922	1009	1	10	20	48
922	1009	1	2	10	49
922	1009	0	8	5	50
924	1010	1	8	20	1
924	1010	0	4	5	2
924	1010	1	8	25	3
924	1010	1	4	10	4
924	1010	1	4	20	5
924	1010	1	4	15	6
924	1010	0	10	15	7
924	1010	1	2	5	8
924	1010	0	10	20	9
924	1010	1	4	25	10
924	1010	0	8	10	11
924	1010	1	6	15	12
924	1010	1	6	20	13
924	1010	0	10	10	14
924	1010	1	2	10	15
924	1010	1	10	25	16
924	1010	1	2	20	17
924	1010	0	8	15	18
924	1010	1	2	25	19
924	1010	1	2	15	20
924	1010	0	10	5	21
924	1010	0	6	5	22
924	1010	1	8	5	23
924	1010	1	6	10	24
924	1010	1	6	25	25
924	1010	1	2	25	26
924	1010	1	6	15	27
924	1010	1	4	20	28
924	1010	1	10	20	29
924	1010	1	4	15	30
924	1010	1	4	5	31
924	1010	0	8	5	32
924	1010	1	6	25	33
924	1010	1	4	10	34
924	1010	1	4	25	35
924	1010	1	6	20	36
924	1010	1	2	5	37
924	1010	1	2	10	38
924	1010	0	10	5	39
924	1010	1	6	10	40
924	1010	1	2	15	41
924	1010	1	2	20	42
924	1010	0	6	5	43
924	1010	1	8	15	44
924	1010	0	10	10	45
924	1010	1	10	15	46
924	1010	0	8	10	47
924	1010	1	10	25	48
924	1010	1	8	20	49
924	1010	1	8	25	50
926	1011	1	10	20	1
926	1011	1	2	20	2
926	1011	1	8	25	3
926	1011	1	2	10	4
926	1011	1	2	15	5
926	1011	1	8	20	6
926	1011	1	10	25	7
926	1011	1	6	10	8
926	1011	1	6	20	9
926	1011	1	4	15	10
926	1011	1	6	5	11
926	1011	1	2	25	12
926	1011	1	8	10	13
926	1011	1	10	10	14
926	1011	1	6	25	15
926	1011	1	4	20	16
926	1011	1	10	5	17
926	1011	1	4	5	18
926	1011	1	4	10	19
926	1011	1	8	5	20
926	1011	1	2	5	21
926	1011	1	10	15	22
926	1011	1	8	15	23
926	1011	1	4	25	24
926	1011	1	6	15	25
926	1011	1	10	15	26
926	1011	1	10	10	27
926	1011	1	8	25	28
926	1011	1	10	5	29
926	1011	1	6	20	30
926	1011	1	4	20	31
926	1011	1	10	25	32
926	1011	1	4	5	33
926	1011	1	2	15	34
926	1011	1	6	25	35
926	1011	1	6	5	36
926	1011	1	4	25	37
926	1011	1	6	10	38
926	1011	1	4	10	39
926	1011	1	10	20	40
926	1011	1	8	15	41
926	1011	1	8	5	42
926	1011	1	2	10	43
926	1011	1	8	20	44
926	1011	1	8	10	45
926	1011	1	2	20	46
926	1011	1	2	5	47
926	1011	1	2	25	48
926	1011	1	6	15	49
926	1011	1	4	15	50
929	1012	1	6	10	1
929	1012	1	10	20	2
929	1012	1	6	25	3
929	1012	1	6	20	4
929	1012	1	8	10	5
929	1012	1	2	25	6
929	1012	1	8	25	7
929	1012	1	4	25	8
929	1012	1	2	20	9
929	1012	1	2	10	10
929	1012	1	10	15	11
929	1012	1	10	25	12
929	1012	1	4	5	13
929	1012	1	10	10	14
929	1012	1	4	10	15
929	1012	1	2	5	16
929	1012	1	4	15	17
929	1012	1	4	20	18
929	1012	1	8	20	19
929	1012	1	6	5	20
929	1012	1	10	5	21
929	1012	1	8	15	22
929	1012	1	8	5	23
929	1012	1	6	15	24
929	1012	1	2	15	25
929	1012	1	10	5	26
929	1012	1	2	10	27
929	1012	1	2	15	28
929	1012	1	6	25	29
929	1012	1	2	20	30
929	1012	1	8	10	31
929	1012	1	4	10	32
929	1012	1	6	20	33
929	1012	1	6	10	34
929	1012	1	2	5	35
929	1012	1	10	20	36
929	1012	1	8	20	37
929	1012	1	8	5	38
929	1012	1	4	20	39
929	1012	1	4	25	40
929	1012	1	2	25	41
929	1012	1	4	15	42
929	1012	1	6	5	43
929	1012	1	8	15	44
929	1012	1	4	5	45
929	1012	1	10	25	46
929	1012	1	8	25	47
929	1012	1	10	10	48
929	1012	1	10	15	49
929	1012	1	6	15	50
930	1013	1	4	15	1
930	1013	1	8	10	2
930	1013	1	6	20	3
930	1013	1	4	5	4
930	1013	1	2	15	5
930	1013	1	10	10	6
930	1013	1	4	20	7
930	1013	1	10	25	8
930	1013	1	4	10	9
930	1013	1	10	20	10
930	1013	1	8	25	11
930	1013	1	10	5	12
930	1013	1	8	15	13
930	1013	1	2	10	14
930	1013	1	6	10	15
930	1013	1	4	25	16
930	1013	1	2	5	17
930	1013	1	6	5	18
930	1013	1	8	5	19
930	1013	1	8	20	20
930	1013	1	6	25	21
930	1013	1	6	15	22
930	1013	1	10	15	23
930	1013	1	2	25	24
930	1013	1	2	20	25
930	1013	1	10	20	26
930	1013	1	4	5	27
930	1013	1	4	10	28
930	1013	1	2	15	29
930	1013	1	8	20	30
930	1013	1	6	20	31
930	1013	1	8	5	32
930	1013	1	8	10	33
930	1013	1	6	5	34
930	1013	1	2	10	35
930	1013	1	6	15	36
930	1013	1	10	10	37
930	1013	1	2	20	38
930	1013	1	2	25	39
930	1013	1	4	25	40
930	1013	1	10	5	41
930	1013	1	8	25	42
930	1013	1	10	25	43
930	1013	1	8	15	44
930	1013	1	6	25	45
930	1013	1	6	10	46
930	1013	1	4	20	47
930	1013	1	4	15	48
930	1013	1	2	5	49
930	1013	1	10	15	50
932	1014	1	10	15	1
932	1014	1	4	25	2
932	1014	1	4	20	3
932	1014	1	4	10	4
932	1014	1	10	25	5
932	1014	1	8	10	6
932	1014	1	2	15	7
932	1014	1	2	5	8
932	1014	1	2	20	9
932	1014	1	8	20	10
932	1014	1	2	10	11
932	1014	1	4	15	12
932	1014	1	6	15	13
932	1014	1	10	10	14
932	1014	1	8	15	15
932	1014	1	6	25	16
932	1014	1	6	5	17
932	1014	1	10	5	18
932	1014	1	8	5	19
932	1014	1	6	20	20
932	1014	1	2	25	21
932	1014	0	6	10	22
932	1014	0	4	5	23
932	1014	1	8	25	24
932	1014	0	10	20	25
932	1014	1	10	10	26
932	1014	1	6	15	27
932	1014	1	4	25	28
932	1014	1	4	5	29
932	1014	1	8	10	30
932	1014	1	8	20	31
932	1014	1	2	10	32
932	1014	1	8	5	33
932	1014	1	6	20	34
932	1014	1	2	20	35
932	1014	0	2	25	36
932	1014	1	6	5	37
932	1014	1	8	25	38
932	1014	0	10	5	39
932	1014	0	10	25	40
932	1014	0	4	10	41
932	1014	0	2	5	42
932	1014	0	4	20	43
932	1014	0	8	15	44
932	1014	0	10	15	45
932	1014	1	2	15	46
932	1014	1	6	25	47
932	1014	1	10	20	48
932	1014	0	4	15	49
932	1014	0	6	10	50
933	1015	1	6	15	1
933	1015	0	10	10	2
933	1015	1	8	25	3
933	1015	1	4	15	4
933	1015	1	2	20	5
933	1015	0	8	5	6
933	1015	1	10	20	7
933	1015	1	2	5	8
933	1015	0	4	10	9
933	1015	1	4	25	10
933	1015	1	6	10	11
933	1015	1	6	5	12
933	1015	1	4	5	13
933	1015	0	10	15	14
933	1015	0	8	10	15
933	1015	1	6	20	16
933	1015	0	10	5	17
933	1015	1	4	20	18
933	1015	1	8	15	19
933	1015	1	6	25	20
933	1015	1	2	25	21
933	1015	0	10	25	22
933	1015	1	2	10	23
933	1015	1	2	15	24
933	1015	1	8	20	25
933	1015	1	2	10	26
933	1015	1	4	10	27
933	1015	1	6	20	28
933	1015	0	8	10	29
933	1015	1	6	15	30
933	1015	1	2	25	31
933	1015	1	4	25	32
933	1015	1	4	15	33
933	1015	0	8	20	34
933	1015	1	2	20	35
933	1015	0	10	10	36
933	1015	0	10	15	37
933	1015	0	8	15	38
933	1015	1	6	10	39
933	1015	0	10	5	40
933	1015	1	8	25	41
933	1015	0	10	25	42
933	1015	1	4	20	43
933	1015	1	4	5	44
933	1015	0	10	20	45
933	1015	1	6	25	46
933	1015	1	2	5	47
933	1015	0	8	5	48
933	1015	1	2	15	49
933	1015	1	6	5	50
934	1016	1	4	25	1
934	1016	1	8	5	2
934	1016	1	6	15	3
934	1016	1	6	10	4
934	1016	1	10	15	5
934	1016	1	6	25	6
934	1016	1	6	20	7
934	1016	1	4	20	8
934	1016	1	4	15	9
934	1016	1	10	5	10
934	1016	1	2	20	11
934	1016	1	2	25	12
934	1016	1	10	10	13
934	1016	1	4	5	14
934	1016	1	2	15	15
934	1016	1	2	5	16
934	1016	1	8	25	17
934	1016	1	10	25	18
934	1016	1	2	10	19
934	1016	1	8	15	20
934	1016	1	8	10	21
934	1016	1	6	5	22
934	1016	1	10	20	23
934	1016	1	4	10	24
934	1016	1	8	20	25
934	1016	1	2	10	26
934	1016	1	2	5	27
934	1016	1	10	25	28
934	1016	1	2	15	29
934	1016	1	4	20	30
934	1016	1	6	15	31
934	1016	1	4	5	32
934	1016	1	2	25	33
934	1016	1	4	15	34
934	1016	1	8	5	35
934	1016	1	6	10	36
934	1016	1	4	10	37
934	1016	1	10	5	38
934	1016	1	8	10	39
934	1016	1	6	20	40
934	1016	1	8	15	41
934	1016	1	10	10	42
934	1016	1	8	20	43
934	1016	1	8	25	44
934	1016	1	4	25	45
934	1016	1	10	20	46
934	1016	1	6	5	47
934	1016	1	6	25	48
934	1016	1	2	20	49
934	1016	1	10	15	50
939	1017	1	8	5	1
939	1017	1	2	15	2
939	1017	1	10	20	3
939	1017	1	4	10	4
939	1017	0	10	15	5
939	1017	1	8	25	6
939	1017	1	4	20	7
939	1017	0	8	10	8
939	1017	1	4	15	9
939	1017	1	2	5	10
939	1017	1	4	25	11
939	1017	1	2	10	12
939	1017	0	10	10	13
939	1017	1	2	25	14
939	1017	1	6	25	15
939	1017	1	4	5	16
939	1017	1	10	25	17
939	1017	0	6	5	18
939	1017	0	10	5	19
939	1017	1	6	15	20
939	1017	1	2	20	21
939	1017	1	6	10	22
939	1017	1	8	15	23
939	1017	1	8	20	24
939	1017	1	6	20	25
939	1017	1	4	20	26
939	1017	1	2	15	27
939	1017	0	8	5	28
939	1017	1	4	10	29
939	1017	0	6	10	30
939	1017	1	8	25	31
939	1017	1	10	20	32
939	1017	0	10	5	33
939	1017	1	2	20	34
939	1017	1	2	5	35
939	1017	1	8	15	36
939	1017	0	4	5	37
939	1017	1	6	15	38
939	1017	0	10	15	39
939	1017	1	4	15	40
939	1017	0	8	10	41
939	1017	1	8	20	42
939	1017	1	2	10	43
939	1017	1	10	25	44
939	1017	1	6	20	45
939	1017	1	2	25	46
939	1017	0	10	10	47
939	1017	0	6	5	48
939	1017	1	6	25	49
939	1017	1	4	25	50
940	1018	1	6	10	1
940	1018	1	2	5	2
940	1018	1	10	5	3
940	1018	1	10	10	4
940	1018	1	8	20	5
940	1018	1	6	20	6
940	1018	0	8	15	7
940	1018	0	4	25	8
940	1018	1	8	5	9
940	1018	0	2	20	10
940	1018	1	4	5	11
940	1018	0	6	5	12
940	1018	0	10	25	13
940	1018	0	6	25	14
940	1018	0	2	25	15
940	1018	0	8	25	16
940	1018	0	6	15	17
940	1018	0	8	10	18
940	1018	0	4	10	19
940	1018	0	2	10	20
940	1018	0	2	15	21
940	1018	0	10	20	22
940	1018	0	10	15	23
940	1018	0	4	15	24
940	1018	1	4	20	25
940	1018	1	6	15	26
940	1018	1	8	10	27
940	1018	1	4	5	28
940	1018	1	10	15	29
940	1018	1	4	20	30
940	1018	1	8	5	31
940	1018	0	10	20	32
940	1018	0	8	25	33
940	1018	0	2	15	34
940	1018	0	10	10	35
940	1018	0	6	25	36
940	1018	0	2	10	37
940	1018	0	6	10	38
940	1018	0	2	5	39
940	1018	0	6	5	40
940	1018	0	2	20	41
940	1018	0	8	20	42
940	1018	0	4	25	43
940	1018	0	4	10	44
940	1018	0	8	15	45
940	1018	0	4	15	46
940	1018	0	6	20	47
940	1018	0	10	25	48
940	1018	0	10	5	49
940	1018	0	2	25	50
941	1019	1	6	10	1
941	1019	1	8	5	2
941	1019	1	4	15	3
941	1019	1	6	25	4
941	1019	1	8	25	5
941	1019	1	8	20	6
941	1019	1	6	15	7
941	1019	1	4	25	8
941	1019	1	2	25	9
941	1019	1	10	20	10
941	1019	1	8	10	11
941	1019	1	6	20	12
941	1019	1	4	5	13
941	1019	1	10	25	14
941	1019	1	2	5	15
941	1019	1	2	15	16
941	1019	1	10	10	17
941	1019	1	4	20	18
941	1019	0	10	15	19
941	1019	1	10	5	20
941	1019	1	8	15	21
941	1019	1	2	10	22
941	1019	1	2	20	23
941	1019	1	6	5	24
941	1019	1	4	10	25
941	1019	1	2	10	26
941	1019	1	4	15	27
941	1019	1	10	20	28
941	1019	1	8	25	29
941	1019	1	4	5	30
941	1019	1	2	20	31
941	1019	1	6	25	32
941	1019	1	10	15	33
941	1019	1	8	10	34
941	1019	1	4	25	35
941	1019	1	2	15	36
941	1019	1	8	15	37
941	1019	1	6	15	38
941	1019	1	6	10	39
941	1019	1	2	25	40
941	1019	1	2	5	41
941	1019	1	6	5	42
941	1019	1	10	25	43
941	1019	1	8	20	44
941	1019	0	10	10	45
941	1019	1	10	5	46
941	1019	1	4	20	47
941	1019	1	6	20	48
941	1019	1	8	5	49
941	1019	1	4	10	50
943	1020	1	2	25	1
943	1020	1	10	25	2
943	1020	1	6	25	3
943	1020	1	2	20	4
943	1020	1	10	10	5
943	1020	1	8	5	6
943	1020	1	8	20	7
943	1020	1	4	15	8
943	1020	1	4	20	9
943	1020	1	6	5	10
943	1020	1	8	25	11
943	1020	1	4	5	12
943	1020	1	10	20	13
943	1020	1	8	10	14
943	1020	1	4	10	15
943	1020	1	2	15	16
943	1020	1	6	15	17
943	1020	1	8	15	18
943	1020	1	6	20	19
943	1020	1	2	10	20
943	1020	1	6	10	21
943	1020	1	10	15	22
943	1020	1	4	25	23
943	1020	1	10	5	24
943	1020	1	2	5	25
943	1020	1	6	20	26
943	1020	1	4	20	27
943	1020	1	4	10	28
943	1020	1	10	20	29
943	1020	1	8	10	30
943	1020	1	10	25	31
943	1020	1	4	25	32
943	1020	1	6	25	33
943	1020	1	4	5	34
943	1020	1	6	10	35
943	1020	1	2	25	36
943	1020	1	8	20	37
943	1020	1	10	10	38
943	1020	1	8	5	39
943	1020	1	8	15	40
943	1020	1	2	20	41
943	1020	1	8	25	42
943	1020	1	10	15	43
943	1020	1	6	15	44
943	1020	1	4	15	45
943	1020	1	6	5	46
943	1020	1	2	10	47
943	1020	1	10	5	48
943	1020	1	2	5	49
943	1020	1	2	15	50
944	1021	1	8	20	1
944	1021	1	10	10	2
944	1021	1	8	25	3
944	1021	1	4	5	4
944	1021	1	6	5	5
944	1021	1	6	15	6
944	1021	1	8	10	7
944	1021	1	6	20	8
944	1021	1	4	20	9
944	1021	1	10	20	10
944	1021	1	6	25	11
944	1021	1	4	10	12
944	1021	1	6	10	13
944	1021	1	2	15	14
944	1021	1	2	10	15
944	1021	1	2	20	16
944	1021	1	2	5	17
944	1021	1	10	5	18
944	1021	1	4	15	19
944	1021	1	10	25	20
944	1021	1	8	15	21
944	1021	1	4	25	22
944	1021	1	8	5	23
944	1021	1	2	25	24
944	1021	1	10	15	25
944	1021	1	6	25	26
944	1021	1	10	15	27
944	1021	1	8	10	28
944	1021	1	2	25	29
944	1021	1	4	5	30
944	1021	1	8	5	31
944	1021	1	2	5	32
944	1021	1	4	10	33
944	1021	1	10	20	34
944	1021	1	4	20	35
944	1021	1	8	20	36
944	1021	0	6	10	37
944	1021	1	10	25	38
944	1021	1	4	25	39
944	1021	1	6	5	40
944	1021	1	4	15	41
944	1021	1	10	5	42
944	1021	1	8	15	43
944	1021	1	6	20	44
944	1021	1	2	15	45
944	1021	1	8	25	46
944	1021	1	2	20	47
944	1021	1	10	10	48
944	1021	1	2	10	49
944	1021	1	6	15	50
945	1022	1	10	20	1
945	1022	1	8	25	2
945	1022	1	4	25	3
945	1022	1	10	10	4
945	1022	1	8	20	5
945	1022	1	4	15	6
945	1022	1	8	10	7
945	1022	1	6	20	8
945	1022	1	2	15	9
945	1022	1	6	10	10
945	1022	0	10	5	11
945	1022	1	2	5	12
945	1022	1	8	15	13
945	1022	1	10	25	14
945	1022	1	4	10	15
945	1022	1	6	25	16
945	1022	0	8	5	17
945	1022	1	4	20	18
945	1022	1	2	20	19
945	1022	1	4	5	20
945	1022	1	2	10	21
945	1022	1	6	5	22
