rawID	subjID	rt	choice	effort	reward	group	framework	group_framework	trials
18	1007	3.269	1	8	-10	PA	loss	loss1	48
18	1007	2.404	1	6	-5	PA	loss	loss1	49
18	1007	1.166	1	2	-5	PA	loss	loss1	50
22	1008	1.664	1	6	-20	PA	loss	loss1	1
22	1008	2.247	1	8	-25	PA	loss	loss1	2
22	1008	1.39	0	10	-10	PA	loss	loss1	3
22	1008	1.176	1	6	-15	PA	loss	loss1	4
22	1008	2.042	0	10	-15	PA	loss	loss1	5
22	1008	1.866	1	6	-25	PA	loss	loss1	6
22	1008	0.969	1	8	-15	PA	loss	loss1	7
22	1008	1.725	1	8	-5	PA	loss	loss1	8
22	1008	1.001	1	4	-25	PA	loss	loss1	9
22	1008	1.955	1	6	-10	PA	loss	loss1	10
22	1008	0.606	1	6	-5	PA	loss	loss1	11
22	1008	1.048	1	4	-15	PA	loss	loss1	12
22	1008	2.766	0	10	-25	PA	loss	loss1	13
22	1008	1.955	1	2	-5	PA	loss	loss1	14
22	1008	1.615	1	2	-15	PA	loss	loss1	15
22	1008	1.04	1	4	-10	PA	loss	loss1	16
22	1008	1.176	1	2	-20	PA	loss	loss1	17
22	1008	1.459	0	10	-5	PA	loss	loss1	18
22	1008	1.001	1	4	-20	PA	loss	loss1	19
22	1008	2.076	1	2	-25	PA	loss	loss1	20
22	1008	1.354	1	8	-10	PA	loss	loss1	21
22	1008	1.534	0	10	-20	PA	loss	loss1	22
22	1008	1.41	1	8	-20	PA	loss	loss1	23
22	1008	1.859	1	2	-10	PA	loss	loss1	24
22	1008	0.868	1	4	-5	PA	loss	loss1	25
22	1008	3.179	1	8	-5	PA	loss	loss1	26
22	1008	1.462	0	8	-25	PA	loss	loss1	27
22	1008	1.213	0	10	-20	PA	loss	loss1	28
22	1008	0.855	1	6	-25	PA	loss	loss1	29
22	1008	0.662	1	2	-20	PA	loss	loss1	30
22	1008	1.558	1	2	-10	PA	loss	loss1	31
22	1008	0.833	1	6	-20	PA	loss	loss1	32
22	1008	2.658	0	10	-5	PA	loss	loss1	33
22	1008	0.737	0	10	-25	PA	loss	loss1	34
22	1008	2.126	1	2	-25	PA	loss	loss1	35
22	1008	1.771	1	6	-5	PA	loss	loss1	36
22	1008	0.982	1	6	-10	PA	loss	loss1	37
22	1008	0.617	1	2	-5	PA	loss	loss1	38
22	1008	0.963	1	4	-5	PA	loss	loss1	39
22	1008	1.134	1	10	-15	PA	loss	loss1	40
22	1008	2.155	0	8	-20	PA	loss	loss1	41
22	1008	1.151	1	6	-15	PA	loss	loss1	42
22	1008	1.331	0	8	-10	PA	loss	loss1	43
22	1008	0.792	1	4	-10	PA	loss	loss1	44
22	1008	6.114	0	4	-15	PA	loss	loss1	45
22	1008	1.199	0	4	-25	PA	loss	loss1	46
22	1008	6.393	0	4	-20	PA	loss	loss1	47
22	1008	2.308	0	8	-15	PA	loss	loss1	48
22	1008	1.945	1	2	-15	PA	loss	loss1	49
22	1008	1.373	0	10	-10	PA	loss	loss1	50
23	1009	0.42	1	10	-15	PA	loss	loss1	1
23	1009	3.803	1	4	-5	PA	loss	loss1	2
23	1009	0.591	1	6	-25	PA	loss	loss1	3
23	1009	0.603	1	10	-10	PA	loss	loss1	4
23	1009	0.479	1	8	-10	PA	loss	loss1	5
23	1009	0.699	1	2	-5	PA	loss	loss1	6
23	1009	0.942	1	4	-15	PA	loss	loss1	7
23	1009	1.575	1	10	-25	PA	loss	loss1	8
23	1009	0.374	1	8	-15	PA	loss	loss1	9
23	1009	0.568	1	4	-20	PA	loss	loss1	10
23	1009	0.293	1	4	-10	PA	loss	loss1	11
23	1009	0.585	1	2	-20	PA	loss	loss1	12
23	1009	0.57	1	4	-25	PA	loss	loss1	13
23	1009	0.417	1	2	-25	PA	loss	loss1	14
23	1009	0.44	1	10	-20	PA	loss	loss1	15
23	1009	0.612	1	6	-20	PA	loss	loss1	16
23	1009	0.792	1	6	-10	PA	loss	loss1	17
23	1009	0.563	1	8	-25	PA	loss	loss1	18
23	1009	0.622	1	8	-5	PA	loss	loss1	19
23	1009	0.456	1	6	-15	PA	loss	loss1	20
23	1009	0.457	1	2	-15	PA	loss	loss1	21
